"","Gene","SPM.vs.Other","SM.vs.Other","FM.vs.Other","AveExpr","F","P.Value","adj.P.Val"
"4978","GRMZM2G315594",-0.757327106843841,-0.0130121669571035,0.770339273800944,5.10691933720024,7.42269939597155,0.000597533985683281,0.00260533969736573
"4979","GRMZM2G165987",-0.758504506015914,0.00430514507178659,0.754199360944128,5.14005335729123,7.42220130365536,0.000597831686905405,0.00260533969736573
"4980","GRMZM2G462625",-0.794982433013117,0.0600824097103083,0.734900023302809,5.11323909879641,7.42167918957828,0.000598143904744429,0.00260533969736573
"4981","GRMZM2G068177",-0.758162756932014,0.0171593918315698,0.741003365100444,5.17129510235931,7.42124091584312,0.000598406112963018,0.00260533969736573
"4982","GRMZM2G097620",-0.711188325113298,0.000164252934839126,0.711024072178459,5.32935721463501,7.42115426208555,0.000598457969348003,0.00260533969736573
"4983","GRMZM2G035042",-0.735385293149798,-0.00589297211764928,0.741278265267447,5.21092982864908,7.42106936280175,0.000598508780157853,0.00260533969736573
"4984","AC149475.2-FG007",-0.611881623228729,-0.19324132263799,0.805122945866718,5.22952619779111,7.42082078547697,0.000598657574361946,0.00260533969736573
"4985","AC202864.3-FG002",-0.774236769825246,0.00566005778430201,0.768576712040944,5.07734096164693,7.42072601402883,0.000598714312695757,0.00260533969736573
"4986","GRMZM2G112204",-0.770987800790073,0.00406787283865784,0.766919927951415,5.08983199347547,7.42031793022185,0.000598958688171219,0.00260533969736573
"4987","GRMZM2G119496",-0.799839077110829,0.0564349639440942,0.743404113166735,5.07881092044523,7.42030655609258,0.00059896550084351,0.00260533969736573
"4988","GRMZM2G010353",-0.769020589170799,0.0612481971840211,0.707772391986777,5.21788162213978,7.4202494339796,0.00059899971599573,0.00260533969736573
"4989","GRMZM2G302927",-0.658739497621731,-0.0995237462166045,0.758263243838336,5.30916178506668,7.42013766579309,0.000599066668849243,0.00260533969736573
"4990","GRMZM2G009344",-0.821918359270287,0.200546715916445,0.621371643353842,5.22470986693861,7.4198788903817,0.000599221712632817,0.00260533969736573
"4991","GRMZM2G127184",-0.765786748840281,-0.000740474758118559,0.766527223598399,5.1003584856487,7.41980880881908,0.000599263708498343,0.00260533969736573
"4992","GRMZM2G003742",-0.755800118349209,-0.000133986663748864,0.755934105012958,5.14195376021312,7.41975802514704,0.000599294142082741,0.00260533969736573
"4993","GRMZM2G180399",-0.788997416287222,0.0894259490830409,0.699571467204181,5.19045493920096,7.41974399872399,0.000599302548094862,0.00260533969736573
"4994","AC211652.4-FG002",-0.67055565237839,-0.0914094137980448,0.761965066176435,5.27738979770941,7.41913706290113,0.000599666396685234,0.00260597233834626
"4995","GRMZM2G462046",-0.796802068342641,0.0456045151054929,0.751197553237148,5.06592241123817,7.4189730083141,0.000599764782778423,0.00260597233834626
"4996","GRMZM2G105331",-0.759960403398369,0.0243358142039978,0.735624589194372,5.17588697133139,7.41832798272981,0.00060015177120317,0.00260597233834626
"4997","GRMZM2G098674",-0.79586529248305,0.0437309633863117,0.752134329096739,5.06606744474573,7.41801732620819,0.000600338241227421,0.00260597233834626
"4998","GRMZM2G405706",-0.745406882163099,-0.0367318055022925,0.782138687665391,5.09873069948966,7.41798113572375,0.000600359968152348,0.00260597233834626
"4999","GRMZM2G167668",-0.786130705771011,0.0600038325198979,0.726126873251113,5.14716836528892,7.41786883356786,0.000600427393657029,0.00260597233834626
"5000","GRMZM2G053170",-0.807547133437977,0.0730003561129329,0.734546777325044,5.07941079427233,7.41775777585235,0.000600494079454613,0.00260597233834626
"5001","GRMZM2G055464",-0.699244236658345,0.0314076001133468,0.667836636544998,5.43849055708084,7.41763269865944,0.000600569192265782,0.00260597233834626
"5002","GRMZM2G082167",-0.774194056123419,0.0122998310653126,0.761894225058106,5.09543364675599,7.41759240313025,0.000600593393006789,0.00260597233834626
"5003","GRMZM2G046888",-0.791173692588919,0.0434913578820679,0.747682334706851,5.09015901912277,7.41734382174666,0.000600742707901079,0.00260597233834626
"5004","AC194970.5-FG004",-0.76499690677503,0.0741758120064415,0.690821094768588,5.25251122582114,7.41723786562836,0.000600806363638804,0.00260597233834626
"5005","GRMZM2G178321",-0.796426181180752,0.0448527407817174,0.751573440399035,5.0651724570686,7.41710072219481,0.000600888765936747,0.00260597233834626
"5006","GRMZM2G474531",-0.7536364257258,-0.028235462729381,0.781871888455181,5.08588177870283,7.41651404419588,0.000601241397586029,0.00260646223329679
"5007","GRMZM2G087479",-0.791521829179228,0.0351574435659359,0.756364385613292,5.0652663847618,7.41561912215516,0.000601779702599107,0.00260646223329679
"5008","GRMZM2G021301",-0.796281797013386,0.0435468890535571,0.752734907959828,5.06207475424196,7.41558425367411,0.000601800686109093,0.00260646223329679
"5009","GRMZM5G845611",-0.755448541498597,-0.0187843463502557,0.774232887848853,5.09997079129809,7.41555483891945,0.000601818388188977,0.00260646223329679
"5010","GRMZM2G375435",-0.768225870039558,-0.00129540556524477,0.769521275604802,5.08815033880215,7.41527755670675,0.00060198528486097,0.00260646223329679
"5011","GRMZM2G149138",-0.698600639024648,0.114816041571187,0.583784597453461,5.62528572810016,7.41515578539351,0.000602058593863035,0.00260646223329679
"5012","GRMZM5G834734",-0.764183033857307,0.0011180831399269,0.76306495071738,5.109698350225,7.4151067581573,0.000602088111855517,0.00260646223329679
"5013","GRMZM2G116785",-0.785855533873988,0.0259776055469731,0.759877928327016,5.07029011347106,7.4145812390123,0.000602404603839286,0.00260646223329679
"5014","GRMZM2G010664",-0.788504970755205,0.0420410347736464,0.746463935981559,5.09924729885599,7.41452244643768,0.000602440021798055,0.00260646223329679
"5015","GRMZM2G057031",-0.786737517988352,0.068318903031559,0.718418614956793,5.15995743651298,7.41425407654388,0.000602601720259254,0.00260646223329679
"5016","GRMZM2G031065",-0.587784536336498,-0.182792049223639,0.770576585560137,5.37098956700412,7.41382834118061,0.000602858323740251,0.00260646223329679
"5017","GRMZM2G024624",-0.758234374304781,0.00921833931735883,0.749016034987422,5.15069601590031,7.41377954986853,0.000602887738706456,0.00260646223329679
"5018","GRMZM2G172239",-0.759853993828725,0.0595162501779569,0.700337743650768,5.24624141797315,7.41376278850212,0.000602897844013437,0.00260646223329679
"5019","GRMZM2G052339",-0.7955349788865,0.0621274836116092,0.73340749527489,5.11422046516144,7.41363027357344,0.000602977742271976,0.00260646223329679
"5020","AC203535.4-FG004",-0.80550347099411,0.0633214649599472,0.742182006034164,5.06403226732203,7.41353766375472,0.000603033586517202,0.00260646223329679
"5021","GRMZM2G067313",-0.769598933678288,0.0272250109449406,0.742373922733347,5.14571371979474,7.41345283607315,0.000603084742627953,0.00260646223329679
"5022","GRMZM2G174554",-0.746399034553862,0.0502045814486269,0.696194453105236,5.28393642560027,7.41324280644677,0.000603211421593825,0.00260646223329679
"5023","GRMZM2G035256",-0.785560010591422,0.0253865589818405,0.760173451609581,5.06960700529205,7.4131542392763,0.00060326484868854,0.00260646223329679
"5024","GRMZM2G434910",-0.754928367801434,-0.00557204620180674,0.760500414003241,5.13075830506583,7.41294668945483,0.000603390069194481,0.00260646223329679
"5025","GRMZM2G543629",-0.776517428348121,0.016535294897877,0.759982133450244,5.09278211935492,7.41266572533796,0.000603559623970688,0.00260646223329679
"5026","GRMZM2G303728",-0.725668170277033,-0.0180467380330658,0.743714908310098,5.22092082983508,7.41252132175375,0.00060364678643681,0.00260646223329679
"5027","GRMZM2G054076",-0.781351810247634,0.0409544504810686,0.740397359766566,5.12696486237842,7.4122128381752,0.000603833030282777,0.00260646223329679
"5028","GRMZM2G134426",-0.563953536112155,-0.12161127264675,0.685564808758905,5.7226440512388,7.41199477385274,0.000603964719081195,0.00260646223329679
"5029","GRMZM2G170049",-0.658895465900949,-0.122445261855362,0.781340727756311,5.23544405909305,7.41174753876801,0.000604114058809941,0.00260646223329679
"5030","GRMZM2G092895",-0.711848964788826,0.0351447843678541,0.676704180420972,5.39674263560898,7.41124847582371,0.000604415624994819,0.00260646223329679
"5031","GRMZM5G827286",-0.603993772497283,-0.0528239338324812,0.656817706329764,5.73477838010835,7.41122201486714,0.000604431618622024,0.00260646223329679
"5032","GRMZM2G026171",-0.793552044575525,0.0460954528078625,0.747456591767662,5.08188419214498,7.41054210566889,0.000604842716978177,0.00260646223329679
"5033","GRMZM2G171998",-0.735018543174889,-0.00588437212317183,0.740902915298062,5.21193075878709,7.41037823078291,0.000604941843631421,0.00260646223329679
"5034","GRMZM2G149150",-0.640829057989778,0.0747397387724669,0.566089319217311,6.08954926019895,7.41037485969876,0.000604943882944717,0.00260646223329679
"5035","GRMZM2G405474",-0.798756337407015,0.0571192928562296,0.741637044550785,5.08277979027605,7.41024601493825,0.000605021831815983,0.00260646223329679
"5036","GRMZM2G021896",-0.776660504103733,0.0174186881639224,0.75924181593981,5.09462642058615,7.41016887932019,0.000605068502348878,0.00260646223329679
"5037","GRMZM2G347717",-0.779961277850364,0.0191590403502717,0.760802237500092,5.08174990044856,7.41013988051717,0.000605086048865606,0.00260646223329679
"5038","GRMZM2G331754",-0.726867113364085,0.029594881034495,0.697272232329589,5.32391672097286,7.40998792699215,0.000605178000809703,0.00260646223329679
"5039","GRMZM2G174136",-0.687889739561412,-0.0266268527639615,0.714516592325374,5.36076902756627,7.40993155420824,0.000605212117339986,0.00260646223329679
"5040","GRMZM2G399433",-0.729409111218128,-0.0516767012729433,0.781085812491071,5.12525158234604,7.40982591526921,0.000605276054683026,0.00260646223329679
"5041","GRMZM2G138683",-0.772030403336978,0.0149256556783088,0.757104747658669,5.10886665400223,7.40958753223403,0.000605420359425277,0.00260646223329679
"5042","GRMZM2G158293",-0.771573326071335,0.0454335093179261,0.72613981675341,5.17287732327751,7.40954733455068,0.000605444696410321,0.00260646223329679
"5043","GRMZM2G060070",-0.796611666816308,0.0753135231296431,0.721298143686665,5.13313751385135,7.40902769435601,0.000605759391567274,0.00260697748809605
"5044","GRMZM2G046816",-0.691257328587005,0.13385148666029,0.557405841926716,5.71456321936516,7.40882549844838,0.000605881886020775,0.00260697748809605
"5045","GRMZM2G123959",-0.760196965508057,0.0123437074130623,0.747853258094995,5.15011475250649,7.40875484546235,0.000605924694897474,0.00260697748809605
"5046","GRMZM2G454474",-0.782797131661336,0.0198608011216663,0.76293633053967,5.06778541193234,7.40849316888973,0.000606083271941945,0.00260714298469518
"5047","GRMZM2G126038",-0.565360421429461,-0.0799261118538435,0.645286533283305,6.02251286669185,7.40815097623733,0.000606290704673299,0.00260751853291829
"5048","GRMZM2G020898",-0.760451695870221,0.0424376546989231,0.718014041171298,5.21371097196067,7.40736052350016,0.000606770138280174,0.00260906351456209
"5049","GRMZM5G844703",-0.775385682252179,0.017027498790235,0.758358183461944,5.09895293303779,7.40694709005925,0.000607021049210195,0.00260962544942691
"5050","GRMZM2G171912",-0.716234394166183,-0.0624619144210929,0.778696308587276,5.1508151707147,7.40645925548851,0.000607317247305125,0.00260967567067056
"5051","GRMZM2G034791",-0.795400109720044,0.0475570291625242,0.747843080557519,5.07512109090036,7.40638064563931,0.000607364990298864,0.00260967567067056
"5052","AC209636.2-FG003",-0.695073963528691,-0.0924936502705225,0.787567613799214,5.161256037419,7.40633384501544,0.000607393416024493,0.00260967567067056
"5053","GRMZM2G091558",-0.642119724305672,0.0510976839163004,0.591022040389372,5.86582626966361,7.40548028171592,0.000607912086080152,0.00261138724331205
"5054","AC213612.3-FG002",-0.797944171709037,0.0474494969682469,0.750494674740791,5.0602996877225,7.40493534766668,0.000608243448351892,0.00261208021609677
"5055","GRMZM2G077498",-0.759861222251428,-0.0121847810038314,0.772046003255259,5.09619310296813,7.40471614468826,0.000608376791741474,0.00261208021609677
"5056","GRMZM2G412846",-0.798821287613166,0.0534526874402808,0.745368600172885,5.0719520685756,7.40462142061512,0.000608434422398658,0.00261208021609677
"5057","GRMZM2G044469",-0.809139567600097,0.0865912759095258,0.722548291690571,5.10127288356962,7.40440757019794,0.000608564550267165,0.00261212223217304
"5058","GRMZM2G462924",-0.773654096337655,0.00498614864715075,0.768667947690504,5.07341106813132,7.40398187871175,0.000608823666162815,0.00261259569485729
"5059","GRMZM2G543070",-0.787151337723343,0.0292052671766707,0.757946070546673,5.06959871691744,7.40380876894819,0.000608929068606545,0.00261259569485729
"5060","GRMZM2G701535",-0.766402567363111,-0.000345487348413442,0.766748054711525,5.09588874712904,7.40351089867301,0.000609110477492596,0.00261259569485729
"5061","GRMZM2G180552",-0.768272748370482,0.0305968484974004,0.737675899873081,5.15435651626696,7.40326051947474,0.000609263005179689,0.00261259569485729
"5062","GRMZM2G475495",-0.736864796010951,-0.0242768719351023,0.761141667946053,5.1590886442637,7.4032380906525,0.000609276670384576,0.00261259569485729
"5063","GRMZM2G388539",-0.742623554680084,-0.0219550436742777,0.764578598354362,5.14059409146571,7.40244897243738,0.000609757651453725,0.00261304941698754
"5064","GRMZM2G317386",-0.75905303935841,-0.0142773020858007,0.773330341444211,5.09444876106998,7.40233537852237,0.000609826920146737,0.00261304941698754
"5065","GRMZM2G149590",-0.7083008273512,-0.0455087418264535,0.753809569177653,5.2281007027804,7.40204256506446,0.000610005511821698,0.00261304941698754
"5066","GRMZM2G091756",-0.766269579393007,0.00340400779036809,0.762865571602639,5.10460691383024,7.40147146586673,0.000610353984977012,0.00261304941698754
"5067","GRMZM2G429188",-0.820023213514607,0.137402526399023,0.682620687115583,5.15182907222226,7.40138987144918,0.000610403788486732,0.00261304941698754
"5068","GRMZM2G062197",-0.757794532868755,-0.0223334447371188,0.780127977605874,5.07740820924302,7.4012845771426,0.00061046806391423,0.00261304941698754
"5069","GRMZM2G111917",-0.741350516939063,0.0106955319670119,0.730654984972051,5.22149673968245,7.40127262737578,0.000610475358908835,0.00261304941698754
"5070","GRMZM2G106218",-0.611706647385417,-0.0883956313054499,0.700102278690867,5.5429742666566,7.40098332503884,0.000610651996406398,0.00261304941698754
"5071","GRMZM2G155341",-0.670542322853358,0.0489831745146327,0.621559148338726,5.62633834706758,7.40078102883778,0.000610775541481368,0.00261304941698754
"5072","GRMZM2G145201",-0.757228562886223,0.00409211213078731,0.753136450755437,5.14082537766414,7.40077744758468,0.000610777728827089,0.00261304941698754
"5073","GRMZM5G880306",-0.783720026400815,0.0274708308543121,0.756249195546502,5.08212754101149,7.40066605290201,0.000610845770008017,0.00261304941698754
"5074","GRMZM2G161673",-0.791869915253369,0.0568894291354174,0.734980486117951,5.11618855252118,7.40054890650009,0.000610917332583666,0.00261304941698754
"5075","GRMZM2G087196",-0.597384702654444,-0.054554946319592,0.651939648974036,5.77636127879658,7.40049957574466,0.000610947470340539,0.00261304941698754
"5076","GRMZM2G138029",-0.79729972988184,0.0504095719776303,0.746890157904209,5.07070297915111,7.39989902879987,0.000611314483170466,0.00261410405273801
"5077","GRMZM2G418752",-0.792592370019548,0.0523799446468614,0.740212425372686,5.10076851792977,7.39913239297107,0.000611783318445932,0.00261413323975815
"5078","GRMZM2G149994",-0.762625578073358,0.143496030752154,0.619129547321204,5.37384948089378,7.39865576513875,0.000612074980904551,0.00261413323975815
"5079","GRMZM2G392516",-0.797090175479362,0.0475084558227787,0.749581719656582,5.0632799870176,7.39852335095904,0.00061215603367722,0.00261413323975815
"5080","GRMZM2G302499",-0.586643423043687,-0.130142956501886,0.716786379545573,5.5428901642691,7.39834426096002,0.000612265674518187,0.00261413323975815
"5081","GRMZM2G047956",-0.806066309745485,0.0716575368364243,0.73440877290906,5.07802495252351,7.39827413336883,0.000612308612740665,0.00261413323975815
"5082","GRMZM2G087635",-0.705990725084604,0.000717426473246796,0.705273298611357,5.34896636592677,7.39787711234951,0.000612551760394404,0.00261413323975815
"5083","GRMZM2G429669",-0.777152221683519,0.0151131865670711,0.762039035116448,5.08128457741223,7.39769829934114,0.000612661302410939,0.00261413323975815
"5084","GRMZM2G160279",-0.761156327145422,0.0275086315390216,0.7336476956064,5.1753001275502,7.39711272627189,0.000613020165430208,0.00261413323975815
"5085","AC209206.3-FG004",-0.765240158487387,-0.00993509539420634,0.775175253881593,5.07322578390654,7.39708929522952,0.000613034529299959,0.00261413323975815
"5086","GRMZM2G390436",-0.8258570251784,0.127532654364786,0.698324370813614,5.10510176390333,7.39696038403276,0.000613113561408742,0.00261413323975815
"5087","GRMZM2G439281",-0.801975899413743,0.0654180723444839,0.736557827069259,5.08329210386565,7.39670355694484,0.000613271045801543,0.00261413323975815
"5088","GRMZM2G371793",-0.812173112433919,0.0799076107731849,0.732265501660733,5.06605937093243,7.39660901533808,0.000613329028172425,0.00261413323975815
"5089","GRMZM2G181135",-0.797284297739755,0.0427013271039711,0.754582970635784,5.04961974650824,7.39636572463218,0.000613478263577695,0.00261413323975815
"5090","GRMZM2G119657",-0.773191812647643,0.0301871692886526,0.74300464335899,5.13193400719192,7.39632833305553,0.000613501202926078,0.00261413323975815
"5091","GRMZM2G415538",-0.790784981286139,0.0600637796906636,0.730721201595475,5.12505613193096,7.39630918410149,0.000613512950944897,0.00261413323975815
"5092","GRMZM2G172330",-0.620665335045576,0.0254843067542563,0.59518102829132,6.37698915095157,7.39607917181531,0.000613654082691742,0.00261413323975815
"5093","GRMZM2G018631",-0.787647346918268,0.0357447573471843,0.751902589571084,5.08244194444798,7.39604746589131,0.000613673539469893,0.00261413323975815
"5094","GRMZM2G464885",-0.778256960035075,0.0886933055109314,0.689563654524144,5.2251183568632,7.39534535053712,0.000614104560379909,0.00261413323975815
"5095","AC225193.3-FG003",-0.753820255657463,-0.0144183135799856,0.768238569237448,5.11281622621426,7.39529188241859,0.000614137396273163,0.00261413323975815
"5096","GRMZM2G047969",-0.752388546463246,-0.00562724376487722,0.758015790228124,5.13727893143454,7.39509246010703,0.000614259881185046,0.00261413323975815
"5097","GRMZM2G082520",-0.773323465759993,0.0115704101310707,0.761753055628922,5.09100799135634,7.39478256648681,0.000614450265901362,0.00261413323975815
"5098","GRMZM2G111136",-0.794501440383579,0.237740183449196,0.556761256934383,5.35426073913344,7.39468169098054,0.000614512252009404,0.00261413323975815
"5099","GRMZM2G027068",-0.780858579902946,0.0302729433003543,0.750585636602592,5.10238118805656,7.39449531577891,0.0006146267925277,0.00261413323975815
"5100","GRMZM2G119214",-0.78656113202901,0.0343557129736909,0.752205419055318,5.08328634276698,7.39421942247774,0.00061479638733644,0.00261413323975815
"5101","GRMZM2G028718",-0.759579152296,0.0179709955741005,0.7416081567219,5.15990595960244,7.39416421856037,0.00061483032744221,0.00261413323975815
"5102","GRMZM2G166597",-0.722258474569514,0.0383464750175033,0.683911999552011,5.35690597536303,7.39408198944085,0.000614880886477369,0.00261413323975815
"5103","GRMZM2G396835",-0.771975535062394,-0.000588381440954411,0.772563916503348,5.06371276828551,7.39406834628638,0.00061488927544951,0.00261413323975815
"5104","GRMZM2G087059",-0.782967287841505,0.031048312507973,0.751918975333531,5.09410122168519,7.39399014138466,0.00061493736468525,0.00261413323975815
"5105","GRMZM2G084583",-0.741228039461793,-0.0224942966938855,0.763722336155679,5.14332194474279,7.39368046537016,0.00061512782552657,0.00261413323975815
"5106","GRMZM2G015925",-0.654275072185142,0.084943102960195,0.569331969224947,5.88257828101972,7.39345281361996,0.000615267876393456,0.00261413323975815
"5107","GRMZM2G170602",-0.776212894006023,0.0190034589073633,0.75720943509866,5.09584246546726,7.39341768616548,0.000615289489567378,0.00261413323975815
"5108","GRMZM2G176352",-0.772666557887542,0.0217820508331932,0.750884507054348,5.11643131341397,7.39339736718688,0.000615301991748367,0.00261413323975815
"5109","GRMZM2G163242",-0.77230133639064,0.0341872129986354,0.738114123392005,5.1430909102081,7.39335774279625,0.000615326373197891,0.00261413323975815
"5110","GRMZM2G061487",0.754259428549288,-0.427902879314523,-0.326356549234766,6.42184494489329,7.39305488892294,0.000615512755395225,0.00261413323975815
"5111","GRMZM2G052328",-0.774833472106991,0.00782881192268636,0.767004660184304,5.07250973264542,7.39301633371842,0.00061553648707288,0.00261413323975815
"5112","GRMZM2G473976",-0.718126822574002,-0.0474912277591706,0.765618050333172,5.17792149123565,7.39251073623824,0.000615847779457393,0.00261455398923478
"5113","AC209705.3-FG004",-0.768689870554726,0.026987212945504,0.741702657609222,5.1419540334219,7.39243762426137,0.000615892806952003,0.00261455398923478
"5114","AC217553.3-FG001",-0.785119696241684,0.0380338153113056,0.747085880930378,5.10006612588872,7.39209125273388,0.000616106171633911,0.00261455398923478
"5115","AC233953.1-FG005",-0.805256466142227,0.0719434555275256,0.733313010614702,5.08167114146461,7.39207307524229,0.000616117371000456,0.00261455398923478
"5116","GRMZM2G111898",-0.811615987315409,0.0787933605361673,0.732822626779241,5.06407901453988,7.39173151436814,0.000616327848531669,0.00261491404391427
"5117","GRMZM2G056467",-0.694785299762869,-0.0564766921551696,0.751261991918039,5.25563557704718,7.39123672143089,0.000616632878655304,0.00261491404391427
"5118","GRMZM2G064936",-0.665508010068269,-0.0475469421269272,0.713054952195196,5.40241142618711,7.39082552800935,0.00061688648617581,0.00261491404391427
"5119","GRMZM2G010054",-0.581858464721426,-0.104873338266263,0.686731802987689,5.66072461358516,7.39069173252277,0.000616969028325154,0.00261491404391427
"5120","GRMZM2G406269",-0.784406227024634,0.0332083824467393,0.751197844577895,5.09053793767486,7.3904950419214,0.000617090392269548,0.00261491404391427
"5121","GRMZM2G111614",-0.6849886553226,0.0141555176505723,0.670833137672028,5.45993261689497,7.39025780189714,0.000617236808176346,0.00261491404391427
"5122","GRMZM2G395535",-0.793334427587541,0.0424789673890325,0.750855460198508,5.06837655029788,7.39013600291796,0.000617311991568033,0.00261491404391427
"5123","GRMZM2G367234",-0.770177682220566,0.0036458290282515,0.766531853192314,5.08449365455182,7.38967500350623,0.000617596637638797,0.00261491404391427
"5124","GRMZM2G069078",-0.767159931913199,0.0341056546059821,0.733054277307216,5.16465611345416,7.38942710813273,0.000617749755965835,0.00261491404391427
"5125","GRMZM2G045287",-0.787475095949825,0.0777824184574327,0.709692677492392,5.1682085125488,7.38912923758451,0.000617933792832524,0.00261491404391427
"5126","GRMZM2G039630",-0.658664767370548,0.102465197709995,0.556199569660554,5.92342497405327,7.3889885690692,0.000618020722775735,0.00261491404391427
"5127","GRMZM2G181566",-0.72818687445647,0.0223729991576476,0.705813875298823,5.29945030617744,7.38887792312687,0.00061808910804419,0.00261491404391427
"5128","GRMZM2G367026",-0.66881395970255,-0.00218093615832604,0.670994895860876,5.50008801491987,7.38859164243746,0.000618266080350825,0.00261491404391427
"5129","GRMZM2G157825",-0.74911586986965,0.262308407758236,0.486807462111414,5.57112477697877,7.38851635070335,0.00061831263242863,0.00261491404391427
"5130","AC207628.4-FG003",-0.782473582326046,0.0396909024227217,0.742782679903323,5.11565811681995,7.38849133567855,0.000618328099727918,0.00261491404391427
"5131","GRMZM2G089501",-0.00103059045298082,0.66291216790437,-0.66188157745139,7.1445733130827,7.3882021832782,0.000618506916633586,0.00261491404391427
"5132","GRMZM2G072142",-0.691650064121195,-0.0370194342037506,0.728669498324945,5.32158566790608,7.38817993099192,0.000618520679979691,0.00261491404391427
"5133","GRMZM2G081462",-0.777108669221363,0.0493790926825457,0.727729576538818,5.1560686769072,7.38798947001662,0.000618638495250889,0.00261491404391427
"5134","GRMZM2G130055",-0.79856085328254,0.0523423996605263,0.746218453622013,5.06510157366305,7.38760579654847,0.000618875895967162,0.00261491404391427
"5135","GRMZM2G149216",-0.799511287401657,0.056928664040294,0.742582623361363,5.07180575341324,7.3875444870335,0.000618913840111326,0.00261491404391427
"5136","GRMZM2G133862",-0.784454911861476,0.0293598872336029,0.755095024627874,5.07931737778943,7.38751454090068,0.000618932374464901,0.00261491404391427
"5137","GRMZM2G359217",-0.671434826346637,-0.111909855482044,0.783344681828681,5.20372802782246,7.38745810973697,0.00061896730252456,0.00261491404391427
"5138","GRMZM2G099367",-0.793133044348012,0.0448300715941365,0.748302972753875,5.07520861826089,7.3873609924312,0.000619027417880409,0.00261491404391427
"5139","GRMZM2G451325",-0.76780304787402,0.0230160915496747,0.744786956324345,5.13657841022871,7.38715802902403,0.000619153070545292,0.00261491404391427
"5140","AC209257.4-FG003",-0.761753786913004,-0.00967624658885846,0.771430033501862,5.08967915417148,7.38705969295832,0.00061921395861602,0.00261491404391427
"5141","GRMZM2G439860",-0.711457078007705,-0.0393547775404963,0.750811855548201,5.22337949964019,7.38652721174475,0.000619543766216547,0.00261511150140972
"5142","GRMZM2G010740",-0.790691506148447,0.220781733406894,0.569909772741553,5.34951400231212,7.38648959069341,0.000619567074542818,0.00261511150140972
"5143","GRMZM2G410623",-0.724121295255938,-0.0405360440293521,0.76465733928529,5.16880444744324,7.3864006964429,0.000619622152941591,0.00261511150140972
"5144","GRMZM2G346457",-0.738657382048319,-0.046585088775831,0.78524247082415,5.09529729936926,7.38602202179857,0.000619856832570788,0.00261559339187044
"5145","GRMZM2G124423",-0.775392471360512,0.0119289154252549,0.763463555935257,5.07856210112564,7.38504258576127,0.000620464240100429,0.00261589158207208
"5146","GRMZM5G844143",-0.806683243334487,0.142532191517435,0.664151051817052,5.20135761223811,7.3847849098448,0.000620624139392346,0.00261589158207208
"5147","GRMZM2G073581",-0.768276240803806,0.0487296893474243,0.719546551456382,5.18895753490323,7.38462348110948,0.000620724334049204,0.00261589158207208
"5148","GRMZM2G100641",-0.581055335403593,-0.119911289427233,0.700966624830826,5.60634054939758,7.38436518362237,0.000620884686293278,0.00261589158207208
"5149","GRMZM2G451327",-0.742134097686396,-0.0134201509026632,0.755554248589059,5.15886233902153,7.38373382294671,0.000621276812241747,0.00261589158207208
"5150","GRMZM2G172491",-0.772360446947769,0.0381718669997415,0.734188579948027,5.15057151563483,7.38342970474309,0.00062146578256304,0.00261589158207208
"5151","GRMZM2G364285",-0.775116888116397,0.0051363679627765,0.769980520153621,5.06020921971212,7.38322315258798,0.000621594160917716,0.00261589158207208
"5152","GRMZM2G144155",-0.774270595257712,0.0206801013111613,0.753590493946551,5.1057268652613,7.38287825759929,0.000621808582603167,0.00261589158207208
"5153","GRMZM5G873015",-0.774268086961594,0.0260604357856242,0.748207651175969,5.11611683646729,7.38284272762347,0.000621830675839555,0.00261589158207208
"5154","GRMZM5G834532",-0.789378023840531,0.0399215053342785,0.749456518506252,5.08018108677374,7.38275753091212,0.000621883656024992,0.00261589158207208
"5155","GRMZM2G144501",-0.720695494570231,-0.0377438997030044,0.758439394273235,5.1888498471906,7.38257191292507,0.000621999099531265,0.00261589158207208
"5156","GRMZM2G384338",-0.626186784547291,0.0264101287280338,0.599776655819257,5.91544622474839,7.38254131082747,0.000622018134299666,0.00261589158207208
"5157","GRMZM2G111455",-0.782902558022773,0.022049635268139,0.760852922754634,5.06630519537254,7.38248869325615,0.000622050864244289,0.00261589158207208
"5158","GRMZM2G028397",-0.773918916263502,0.00274042425698262,0.771178492006519,5.0596351969888,7.38242525804486,0.000622090325423895,0.00261589158207208
"5159","GRMZM2G096037",-0.769886168470754,0.0466731084127678,0.723213060057986,5.17423529071388,7.3823640814265,0.000622128383970459,0.00261589158207208
"5160","GRMZM2G119370",-0.782304607281671,0.060161342314951,0.72214326496672,5.1535943163872,7.38226834129561,0.000622187949474725,0.00261589158207208
"5161","GRMZM2G113476",-0.79271837308077,0.0570949119645658,0.735623461116204,5.10755944580681,7.38191376982432,0.00062240859868704,0.00261589158207208
"5162","GRMZM2G074824",-0.752734345501402,0.0292377988887025,0.723496546612699,5.2102197353688,7.38110137236335,0.000622914447299537,0.00261589158207208
"5163","GRMZM2G026980",-0.782606657565418,0.0315480308308618,0.751058626734556,5.09396282797969,7.38103131481026,0.000622958088690189,0.00261589158207208
"5164","GRMZM2G369703",-0.781396989524205,0.0232440425590599,0.758152946965145,5.07681267625071,7.38097803471055,0.000622991280843503,0.00261589158207208
"5165","GRMZM2G000076",-0.792568317718123,0.0610063628876714,0.731561954830451,5.11775802301542,7.38087107878961,0.000623057917013187,0.00261589158207208
